t_IR,E_IR,TC_IR,t_MR,E_MR,TC_MR
11.844,131.385333579367,38.1210667158734,12.22,124.375504831242,37.0951009662483
14.582,311.78276837363,76.938553674726,9.454,186.709367624168,46.7958735248336
17.98,217.917075828481,61.5634151656962,13.044,175.333018866329,48.1106037732658
16.036,513.956019788582,118.827203957716,16.246,317.624413384679,79.7708826769358
12.724,327.658146963508,78.2556293927017,15.078,347.483625155603,84.5747250311205
12.702,106.807886373963,34.0635772747926,12.05,172.340160207145,46.5180320414291
14.286,229.148709084705,60.115741816941,12.418,231.37495963844,58.6929919276881
15.476,160.751222139244,47.6262444278488,11.284,247.476482878106,60.7792965756211
10.962,278.739483093037,66.7098966186074,12.208,173.657704922012,46.9395409844025
15.618,216.787167810529,58.9754335621057,11.622,143.412511432968,40.3045022865937
11.844,131.385333579367,38.1210667158734,12.22,124.375504831242,37.0951009662483
14.582,311.78276837363,76.938553674726,9.454,186.709367624168,46.7958735248336
17.98,217.917075828481,61.5634151656962,13.044,175.333018866329,48.1106037732658
16.036,513.956019788582,118.827203957716,16.246,317.624413384679,79.7708826769358
12.724,327.658146963508,78.2556293927017,15.078,347.483625155603,84.5747250311205
12.702,106.807886373963,34.0635772747926,12.05,172.340160207145,46.5180320414291
14.286,229.148709084705,60.115741816941,12.418,231.37495963844,58.6929919276881
